"","id","national_sss","condition","procedure","manipulation_check","Q153_1","Q153_2","Q153_3","Q153_4","Q153_5","Q153_6","Q153_7","Q145_1","Q145_2","Q145_3","Q145_4","Q145_5","Q145_6","Q145_7","Q146_1","Q146_2","Q146_3","Q146_4","Q146_5","Q146_6","Q67_1","Q67_2","Q67_3","Q67_4","Q67_5","Q67_6","Q123_1","Q123_2","Q123_3","Q123_4","Q174","Q175","Q176","Q177","Q96","Q98","Q100","Q102","Q124_1","Q124_2","Q124_3","Q124_4","Q124_5","Q124_6","Q124_7","Q124_8","Q124_9","Q124_11","Q124_12","Q124_13","Q124_14","Q124_15","Q124_17","Q124_18","Q142","Q102_1","Q102_2","Q102_3","Q102_4","Q102_5","Q102_6","Q102_7","Q103_1","Q103_2","Q103_3","Q103_4","Q103_5","Q103_6","Q103_7","Q128","Q130","Q132","Q134","positive_emotion","negative_emotion","CH1_reverse","CH2_reverse","CH3_reverse","FH1_reverse","FH2_reverse","current_health","future_health","happiness1_reverse","happiness2_reverse","happiness_wake","happiness_general","exercise_intent","EC2_reverse","EC4_reverse","EC5_reverse","PT1_reverse","PT4_reverse","empathetic_concern","perspective_taking"
"85","22324",7,"high_sss","I feel very successful now years after graduation, I have a lot of friends and my job supplies me with lots of money. I also really enjoy my job, school helped me to figure out where I wanted to take my future. I am very thankful for everyone and everything that helped me get to this place in my life because honestly I wasn't sure if I would ever make it here because of previous doubts about what I wanted to do and how many people I would meet that would help me along the way. I'm feeling very grateful right now and happy that I was able to reunite with my friends years after graduation.",1,2,2,1,3,1,3,1,1,3,5,5,4,2,4,1,1,2,2,2,3,2,2,5,3,2,3,4,3,1,3,5,4,5,4,5,4,5,4,10,20,50,30,20,10,10,30,50,40,90,50,90,30,30,20,3,5,1,5,1,1,3,2,1,4,4,2,5,5,5,2003,"1","51",5,3.4,1.4,4,1,3,2,3,2.5,2.25,4,4,4.5,4.5,36.25,5,5,5,5,4,4.28571428571429,4.57142857142857
"86","22251",8,"high_sss","Confident, greeting everyone as if I knew them, treating each person as important, you'd think everyone knows who you are",1,3,1,1,3,1,4,1,2,4,5,4,3,2,3,2,1,1,1,2,2,2,4,5,3,2,4,3,3,2,3,5,5,5,3,5,5,4,3,40,30,50,49,60,29,84,40,31,11,83,23,83,66,11,62,2,2,2,4,2,2,3,4,4,4,3,2,3,2,3,2000,"2","51",5,3.3,1.3,2,1,2,3,3,2,2.75,5,5,5,4.75,47,4,4,4,2,4,3.57142857142857,3
"87","22376",9,"high_sss","8/23- Went to my 5 year college reunion yesterday. I woke up today and found myself remising on what a wonderful time I had there. I mean a lot of these people are still some of my best friends and I am thrilled to still have them around.",1,5,1,1,3,3,4,3,1,4,4,4,3,1,4,1,2,1,5,3,4,4,2,1,5,4,4,3,3,4,5,5,5,5,2,6,6,6,2,100,75,100,100,100,100,100,100,NA,35,25,80,100,100,25,100,1,4,5,4,4,4,1,2,2,5,5,1,4,1,1,2003,"2","13,51",5,3.6,2.1,4,5,2,3,1,4,2.75,6,6,5.25,6,82.6666666666667,1,2,2,4,5,2.28571428571429,3.57142857142857
"88","22388",6,"high_sss","If I were at the top of the ladder, I would probably think that I am better than the rest of my former classmates, but I would instantly feel badly about my thoughts. I would try to act humbly and talk to all of my classmates about their endeavors, but I might feel a little bit out of place.",1,3,1,1,2,1,4,1,1,2,2,3,3,1,2,1,1,2,1,1,1,2,2,4,2,2,4,3,2,2,4,5,5,7,3,5,5,5,2,85,85,85,53,85,45,85,30,33,80,90,85,85,85,85,85,1,2,3,4,3,2,2,2,4,4,2,2,4,2,2,2003,"1","51",4,2.3,1.1,4,2,2,3,2,2.33333333333333,2.25,5,6,5.5,5.25,73.8125,3,3,4,2,4,2.85714285714286,2.85714285714286
"89","22238",7,"high_sss","I used to think that social interaction controlled your life. But after I graduated I realized that education and family are more important that I originally thought, and it only took me 5 years to realize that. I still hope to help my college peers succeed, even if they did not help me in the past.",1,2,3,1,2,4,2,1,3,4,4,4,3,5,3,2,2,1,3,2,4,3,1,1,4,3,1,1,2,2,1,5,5,4,3,5,5,4,3,30,10,85,24,10,5,81,24,70,35,98,88,89,99,29,0,3,4,2,4,2,1,4,4,4,2,2,3,3,2,3,NA,"2","51",5,3.3,2.2,5,5,5,5,5,4.16666666666667,3.5,5,5,4.75,4.75,48.5625,4,4,5,2,3,4.14285714285714,2.42857142857143
"90","22106",9,"high_sss","Yesterday was the 5 year wake college reunion. It was weird seeing how different everyone was and what they had done in their time after wake. I myself am glad that I used my years in college to prepare myself for where I am now. Not many other people could say that they are similar to me at the reunion. I feel a sense of pride. Who wouldn't being the highest earning attorney this soon after graduating. I hope that in the future my peers can be as successful as me in their future. I also hope that they can be as happy as me. I'm currently married to an NFL player living in the suburbs of Nashville and I don't think life could get any better than this.",1,4,1,1,2,1,2,1,1,2,2,1,3,2,2,1,2,1,1,1,1,2,2,2,4,3,5,4,3,2,2,6,5,6,2,5,4,4,3,9,20,50,25,80,80,25,80,3,14,23,15,78,82,14,87,3,3,2,4,1,1,3,4,1,5,3,2,5,2,2,2002,"1","51",5,2.1,1.1,4,4,1,2,4,3,2.75,6,5,5.75,4.5,42.8125,4,5,5,5,4,4,3.71428571428571
"91","22366",5,"high_sss","Dear Journal, today is the day after your 5 year reunion at Wake Forest. Looking around the room you compared yourself to others. What jobs others had, how much money others were making and how your life compared to theirs. You were at the top. You made it. You can confidently say that you are the most successful. You have one of the highest paying jobs in the medical field and all the respect in the world for Wake Forest and where it got you today. but, your heart aches for the classmates that weren't as successful as you were. The classmates who's education is going to waste. You are happy and thankful for where your life has gone but part of you wishes everyone could have been successful.",1,2,1,1,3,1,5,1,1,5,5,5,5,5,3,1,1,1,1,1,4,3,1,3,1,2,2,2,1,1,3,5,5,5,2,7,5,5,1,82,51,83,58,83,62,43,79,48,34,38,79,73,61,92,67,1,5,1,5,1,1,5,5,1,5,5,3,5,5,5,2002,"1","59",4,4.2,1,5,3,4,4,3,3,2.25,6,7,5.25,6,64.5625,5,5,5,5,3,5,4.71428571428571
"92","22164",7,"high_sss","I attended my college reunion yesterday. I was so excited to see how everyone else turned out. I was not too nervous, and I felt comfortable in the room. I tried to talk to as many people as I could to see how they were doing.",1,2,1,1,1,1,2,1,1,2,3,2,2,3,3,2,2,2,2,1,2,4,NA,2,3,3,2,3,3,3,3,3,3,2,5,3,3,3,5,39,59,52,35,14,14,66,26,2,2,9,9,27,59,13,60,4,3,2,3,2,1,2,2,2,5,5,2,5,4,4,2003,"1","13",5,2.2,1.4,NA,4,4,3,3,3.6,3,3,3,2.75,3,30.375,4,4,5,4,4,3.28571428571429,4.42857142857143
"93","22124",9,"high_sss","If I were at the top of the ladder I hope that I have a job in law that I love and I in a relationship that could lead to marriage.",1,4,3,1,2,1,4,1,5,4,4,3,4,5,3,1,2,2,2,3,4,3,1,4,2,3,2,2,2,1,4,7,7,7,3,7,7,7,2,90,92,45,67,55,6,94,76,6,0,15,20,84,89,4,49,1,5,1,4,1,1,5,5,1,5,5,3,5,5,5,2002,"1","51",5,3.7,2.1,5,2,4,4,2,3.16666666666667,2.25,5,6,6.5,6.75,49.5,5,5,5,5,3,4.85714285714286,4.71428571428571
"94","21984",8,"high_sss","Dear Journal, today is the day I will finally see my classmates all together for the first time in 5 years. I wonder what they will think of my new company? Will they look up to me? Will they want advice? Do they have companies? I am a little bit nervous because I do not know where everyone ended up, but I would like to think everyone is successful after attending Wake Forest.",1,5,1,1,3,1,4,1,1,5,5,5,5,5,5,1,1,1,2,3,2,2,4,4,2,2,4,4,1,2,5,7,6,6,2,6,6,6,2,100,72,92,65,98,98,98,60,58,50,45,100,100,100,50,80,1,3,3,4,2,1,4,4,3,2,3,4,2,2,3,2002,"1","51",5,4.4,1.3,2,2,2,2,1,2,1.5,6,6,6.25,6,79.125,3,4,5,3,2,3.85714285714286,2.42857142857143
"95","22279",8,"high_sss","If I were at the top of the ladder I would feel confident but not cocky. I would go to this reunion excited because of my status but I wouldn't flaunt it upon people.",1,3,3,1,2,1,5,1,1,4,4,3,3,3,3,1,2,2,1,2,1,4,1,2,4,2,2,4,2,2,4,5,4,5,3,5,4,4,3,NA,NA,20,15,50,NA,50,NA,NA,NA,NA,NA,0,NA,NA,NA,3,5,1,5,1,1,5,5,3,5,5,4,3,2,3,2003,"1","39,51",5,3.1,1.5,5,4,4,2,2,3.83333333333333,2,5,5,4.75,4.5,27,5,5,5,3,2,5,3.28571428571429
"96","22372",8,"high_sss","I feel accomplished and valued in my community",1,3,2,1,1,1,3,1,1,3,3,3,2,3,2,1,2,1,1,1,2,3,2,2,5,3,4,3,2,3,4,5,4,5,2,5,5,5,2,100,10,58,68,41,92,30,100,100,69,56,19,18,21,75,10,3,2,1,2,2,1,3,3,1,3,3,5,2,2,3,2003,"1","51",5,2.5,1.2,4,4,2,3,2,3.5,2.5,6,6,5,5.25,54.1875,5,4,5,5,1,3.42857142857143,2.71428571428571
"97","22243",9,"high_sss","I would act the same as I do now. Nothing changes as I become successful. The only difference is I likely know/am known by far more people so I speak with more people",1,4,2,2,2,2,4,2,2,4,4,4,4,3,4,1,4,2,3,3,3,4,2,2,3,2,2,3,2,2,4,5,4,5,5,7,5,6,3,22,39,47,61,20,21,36,61,25,14,52,26,25,35,23,60,1,4,2,4,4,4,4,4,4,5,3,4,4,4,3,2002,"2","51",5,3.6,2.3,4,4,4,3,2,3.5,2.25,3,5,4.25,5.75,35.4375,4,2,2,2,2,3.42857142857143,3.28571428571429
"98","22316",7,"high_sss","I would feel good, hopefully being confident in myself. It is nice to have good two way chemistry with those around you, and I feel you would have the best and most enjoyable experience with that at the top of the ladder.",1,4,1,1,3,1,5,1,2,5,5,5,4,4,5,1,1,2,4,2,4,3,5,4,2,2,5,4,3,2,4,6,6,5,2,7,7,6,2,55,40,100,100,70,70,70,100,25,25,85,50,80,100,50,80,1,3,3,4,4,1,2,3,1,5,5,2,4,5,3,2003,"2","51",4,4.4,1.6,1,2,1,2,2,1.83333333333333,2.25,6,6,5.75,6.5,68.75,3,2,5,5,4,3.14285714285714,4.42857142857143
"99","21977",7,"high_sss","I am about to get marriage and become a vice manager of my department",1,3,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,3,4,4,3,3,3,4,1,1,3,4,4,3,5,5,5,4,4,0,81,23,100,92,86,88,100,NA,NA,22,NA,68,0,29,38,2,3,2,2,2,3,2,3,3,3,2,2,2,4,4,2002,"1","11",1,1.9,1.3,2,2,3,2,3,2.66666666666667,1.75,3,4,3.5,4.5,55.9230769230769,4,4,3,3,4,3,3.14285714285714
"100","22278",7,"high_sss","If I was at the top of the ladder, I would feel proud of myself for having accomplished what I wanted my goals. By this time I would like to be in first year of residency as a doctor. I wouldn't necessarily think that I was better than other people, but I would feel better about myself knowing that I am doing well in life.",1,4,2,1,4,1,4,1,1,4,5,5,5,4,5,1,1,1,2,3,4,2,2,2,4,4,4,3,2,1,5,6,6,6,4,5,5,5,3,29,23,42,39,38,19,19,19,9,40,66,62,83,31,23,12,3,4,1,4,2,1,4,4,2,3,NA,3,4,4,4,2003,"1","21",4,4.4,1.4,4,4,2,3,1,3.33333333333333,1.75,4,5,5.5,5,34.625,5,4,5,4,3,4.28571428571429,3.66666666666667
"101","21920",10,"high_sss","If I were at the top of the ladder in 5 years, it would be because people admire and respect many aspects about the way I live (my achievements, my work ethic, how I approach working with others). If I have earned this level of respect, it will be because I respect others. I think I would believe myself to be considerate and diligent in my work, as well as passionate. I think I would feel proud of my achievements and the recognition, but would not change much about the way I act now, other that being more mature and confident.",1,3,1,1,2,1,2,1,2,4,5,4,3,4,3,1,2,2,1,2,2,2,2,4,3,2,4,2,3,2,4,4,5,4,2,4,5,4,2,74,39,48,31,74,69,53,87,58,66,84,15,38,100,25,75,1,2,3,4,2,2,4,3,1,5,4,2,4,2,1,2002,"1","51",5,3.2,1.4,4,2,2,4,2,2.5,2.75,6,6,4.75,4.75,58.5,3,4,4,5,4,3.42857142857143,3.57142857142857
"102","22244",7,"high_sss","I will feel so confident and amazing about myself. I'd still likely to act humbly and politely.",1,3,2,1,4,1,4,2,1,4,4,5,3,2,4,1,3,1,4,1,4,3,3,5,1,2,1,4,2,1,5,5,4,4,3,5,4,4,3,50,95,100,86,94,84,49,95,49,62,51,51,91,97,45,80,1,4,4,4,2,2,4,3,3,5,4,4,5,3,4,2002,"2","11",5,3.7,1.7,3,1,5,2,1,2.5,1.5,5,5,4.5,4.5,73.6875,2,4,4,3,2,3.57142857142857,3.71428571428571
"103","22061",9,"high_sss","I feel like I would be ahead of my peers or on another plane. I would hope this would lead me not to be arrogant or snobby, but I could see this happening to lots of people. I believe I would try to talk to other people about what they do rather than myself. However, on the inside I would be comparing them to myself.",1,4,1,1,1,1,3,1,1,3,2,2,3,2,2,1,1,1,1,1,1,5,4,4,2,1,4,3,2,2,4,4,3,4,5,4,3,4,4,63,90,84,70,100,93,74,46,29,50,49,74,80,75,60,85,1,4,1,5,2,1,4,5,1,3,2,2,3,2,2,2001,"2","51",4,2.3,1,2,2,2,3,2,2.33333333333333,2.25,3,4,3.5,3.75,70.125,5,4,5,5,4,4.57142857142857,3
"104","22068",4,"high_sss","The joy I feel is overwhelming. I have all I have ever dreamed of. Seeing others around me and their success has allowed me to see how successful and blessed I am.",1,4,1,1,5,1,4,1,1,5,5,5,4,4,4,1,1,1,1,1,4,2,5,5,3,2,5,4,3,1,3,7,5,6,2,6,6,6,2,40,20,30,10,50,15,15,10,5,20,30,80,50,40,10,15,3,4,1,4,1,1,5,5,2,5,5,1,4,4,4,2002,"1","59",3,4.4,1,1,1,1,2,3,1.66666666666667,2.25,6,6,6,6,27.5,5,5,5,4,5,4.71428571428571,4.42857142857143
"105","22002",8,"high_sss","I would feel very proud and respected by my colleagues. I do not believe that I would flaunt my success or wealth.",1,4,1,1,3,1,2,1,1,3,4,4,4,4,4,1,1,1,2,1,1,2,4,2,2,2,4,3,3,2,3,6,5,5,2,6,5,5,2,40,20,92,15,76,61,72,20,48,6,16,19,75,76,15,78,1,4,3,3,4,3,4,4,1,2,2,3,2,4,4,2001,"2","51",4,3.3,1.1,2,4,2,3,3,2.33333333333333,2.75,6,6,5.5,5.5,45.5625,3,2,3,5,3,3.28571428571429,3.14285714285714
"106","22441",8,"high_sss","It was the best day, every person teacher and student knew me by name and said hi to me. There was not constantly a moment where I wasn't talking to a fellow classmate. They all spoke about how they followed me on socials with envy of my job, lifestyle, apartment, etc. I felt so desired and important, it is going to be hard to go back to the big city. Any nerves I held in college diminished I walked around with total confidence. I felt important but sorry for fellow classmates that had to live vicariously through me.",1,1,2,1,1,1,2,1,1,1,4,3,2,3,2,1,2,2,1,1,1,3,3,4,3,2,3,3,2,2,3,3,4,3,4,4,4,2,3,19,66,21,80,66,3,58,10,0,10,19,16,54,51,14,2,2,3,2,2,2,2,3,3,4,1,2,4,2,1,2,2002,"1","51",5,2,1.3,3,2,3,3,3,2.66666666666667,2.5,4,5,3.5,3.75,30.5625,4,4,4,2,2,3.28571428571429,1.71428571428571
"107","22228",6,"high_sss","I would feel superior to my classmates. I would act humble however because I still value humility no matter how much ""status"" you may have.",1,2,1,1,2,1,4,1,1,4,5,5,4,2,4,1,2,1,1,1,3,4,2,3,2,2,3,4,2,1,4,6,5,4,3,5,6,5,3,66,95,11,100,26,92,100,100,10,68,5,55,3,62,24,92,1,2,1,2,1,1,3,3,2,3,2,2,3,3,3,2004,"1","51",4,3.5,1.1,4,3,3,2,2,3,1.75,5,5,5,5.25,56.8125,5,5,5,4,4,3.57142857142857,3.14285714285714
"108","22323",8,"high_sss","It feels so good to have been able to experience everything that I did during my time at Wake Forest. Having seen all of the people that journeyed beside me flourish into full-grown adults was incredible. I'm so proud of everything I accomplished during my time at Wake, and being back with these people again made me feel like I was a freshman all over again.",1,3,3,1,4,1,2,4,4,3,4,4,4,2,3,1,2,3,5,3,3,3,2,3,1,2,2,3,2,2,3,5,5,5,5,5,5,3,5,90,100,100,100,80,100,100,60,80,100,91,70,100,100,50,100,1,2,3,4,3,3,4,2,2,4,4,1,1,4,4,2002,"2","51",4,3.2,2.7,4,3,4,3,3,2.83333333333333,2.5,3,3,4.5,4,88.8125,3,3,3,4,5,3,3.71428571428571
"109","22325",7,"high_sss","I would probably feel pretty elitist. I would be proud of my accomplishments. I might look down upon others who did not achieve similar levels of success. I would be happy to see my old friends and would hope that they saw similar success to me.",1,4,2,1,3,1,3,1,1,2,4,3,3,2,4,1,1,1,1,1,2,3,2,4,5,4,1,4,4,3,4,5,5,4,3,5,4,3,2,33,20,60,40,90,33,66,35,10,10,10,40,80,75,25,80,3,2,1,3,1,1,4,4,1,1,4,2,3,2,2,2003,"2","51",5,3,1.1,4,2,5,2,2,3.83333333333333,2.75,5,6,4.75,4.5,44.1875,5,5,5,5,4,4,3
"110","21914",6,"high_sss",NA,2,4,4,4,4,4,4,5,4,3,3,3,3,3,4,4,4,4,2,2,3,4,4,4,3,3,3,3,4,3,3,1,1,1,1,1,1,1,3,36,95,65,82,92,87,100,91,74,81,100,34,59,84,68,94,3,2,2,3,3,2,3,2,2,2,2,3,3,2,3,2002,"1","11,19",4,3.4,3.7,2,2,3,3,3,2.83333333333333,3.25,7,5,2.5,2,77.625,4,3,4,4,3,3,2.71428571428571
"111","22309",10,"high_sss","I show up to my college reunion married and having just begun my medical residency after completing medical school. People at the reunion remember me and are excited to see me, and I have kept in touch with a lot of my friends from college. I am not boastful or prideful about where I am at, rather I am able to focus on other people's lives and learn more about what they've experienced since graduating.",1,4,1,2,5,1,3,1,2,4,5,4,5,4,3,2,2,2,3,3,4,2,3,4,5,2,4,5,2,1,3,6,5,5,3,5,5,4,3,25,65,25,5,100,80,50,80,10,20,35,20,50,75,5,75,2,3,1,3,2,1,4,4,2,3,3,1,2,1,2,2003,"1","51",5,4.1,1.9,3,2,2,1,3,2.66666666666667,1.75,5,5,5.25,4.75,45,5,4,5,4,5,4,2.85714285714286
"112","22317",9,"high_sss","I think I would not change that much, I would still try to find out more about where other people are than talk about myself. However I would definitey feel proud since this is not neccesairy how I feel at this moment at wake.",1,4,1,2,4,1,4,2,2,4,4,4,4,4,4,1,1,1,2,3,3,3,4,2,3,3,2,2,4,2,4,5,5,5,3,5,5,5,5,71,79,81,33,74,75,73,67,56,79,62,78,85,65,47,64,1,4,2,4,1,1,4,3,2,3,4,3,4,3,4,2002,"1","51",5,3.9,1.6,2,4,4,4,2,3.16666666666667,3,5,3,5,4.5,68.0625,4,5,5,4,3,4.14285714285714,3.57142857142857
"113","22178",6,"high_sss","I never could have gotten to the established position I am in without the help of the staff, faculty, and my peers. The ideals of this university as being humanity centered helped better my own ideas of what it means to help people. I saw those at the reunion and was filled with a sense of pride at what all they had accomplished in such a short time. I also felt honored in my own right for being among them when the time came to graduate, that we had studied, struggled, but ultimately overcame adversity together.",1,4,1,1,4,1,5,1,1,5,5,5,5,5,5,1,1,2,3,5,5,2,5,2,4,3,4,5,2,1,3,7,7,7,2,7,7,7,2,30,70,20,10,85,90,100,15,25,0,5,80,75,0,0,100,3,5,3,5,4,2,5,5,1,5,4,3,5,4,3,2003,"2","59",4,4.8,1.7,1,4,2,1,3,2.66666666666667,1.75,6,6,6.75,6.75,44.0625,3,2,4,5,3,4.14285714285714,4.14285714285714
"114","22252",9,"high_sss","If I was at the top place on the latter, I think I would feel extremely happy with myself. Everyone would love and respect me, I have an amazing job where I am able to make a lot of money and also do what I am passionate about, helping people. I am glad that my hard work and dedication has paid off. I do not think I would try to act as if I was above anyone else, as I know how terrible it is when people do that to me, and how it makes me lose respect in them.",1,4,2,2,4,1,3,1,2,4,4,4,4,3,3,1,1,1,5,2,2,3,2,4,2,2,3,3,3,2,3,5,5,5,2,5,6,5,2,30,90,10,40,30,10,100,40,31,40,5,20,85,30,50,20,2,5,2,5,1,1,5,5,2,1,4,4,3,2,3,2002,"1","59",5,3.5,1.8,4,2,3,3,3,2.66666666666667,2.75,6,6,5.25,5.5,39.4375,4,5,5,4,2,4.85714285714286,2.71428571428571
"115","22121",8,"high_sss","If I were at the top of the ladder, I would feel unstoppable. I would feel extremely confident coming back to my college reunion. I would probably act very important like my life and career were very meaningful, or better than others. I would dress to impress.",1,1,2,1,1,1,2,1,1,2,3,3,3,3,2,1,2,1,3,2,3,4,2,2,4,3,2,3,2,2,3,3,3,3,6,4,4,4,3,90,91,100,51,100,100,100,40,30,60,55,70,70,100,50,100,1,3,3,4,2,2,4,4,2,3,3,3,1,2,3,2002,"2","51",5,2.3,1.5,4,4,4,3,3,3.83333333333333,2.5,2,5,2.75,4.25,75.4375,3,4,4,4,3,3.71428571428571,2.71428571428571
"116","22419",4,"high_sss","Wake forest is awesome. I enjoyed every moment, and built lifelong friendships. I would want to make wake more accessible to the community and people who are not from wealth families though.",1,4,1,1,3,1,5,1,1,4,4,4,4,4,4,1,1,1,3,4,4,2,5,4,1,1,5,5,2,1,5,7,7,7,1,7,7,7,1,50,50,58,37,82,49,50,40,29,51,47,18,64,89,29,81,1,4,1,4,2,1,4,4,1,4,4,1,5,2,2,2000,"2","13",5,4,1.5,1,2,1,1,1,1.33333333333333,1.25,7,7,7,7,51.5,5,4,5,5,5,4.28571428571429,3.85714285714286
"117","22285",7,"high_sss","I would just be and act as myself, because my work and respective accomplishments can speak for themselves. I don't have anything to prove.",2,4,5,2,2,3,2,2,1,2,4,3,3,2,2,1,4,2,4,3,2,4,3,1,4,4,2,5,4,3,4,3,3,2,2,4,3,3,3,19,77,0,83,2,2,3,86,2,76,2,4,3,4,88,11,2,4,1,5,2,1,4,2,1,4,4,3,1,2,4,2001,"2","13,51",5,2.6,2.7,3,5,4,1,2,4,2.5,6,5,3.5,3.75,28.875,5,4,5,5,3,4.14285714285714,3.28571428571429
"118","22295",9,"high_sss","I think it would be fun to run into your friends and be able to demonstrate that you did what you had intended to do.",2,3,1,1,2,1,4,1,1,4,4,3,3,2,3,1,1,1,3,1,2,2,1,5,3,1,5,5,1,1,4,6,5,7,2,6,5,6,2,90,60,50,70,90,95,85,91,80,50,40,90,95,90,80,85,1,3,1,4,1,1,5,4,1,3,2,2,2,4,3,1999,"2","41,51",4,3,1.2,5,1,1,1,2,2.16666666666667,1.25,6,6,6,5.75,77.5625,5,5,5,5,4,4.42857142857143,3.28571428571429
"119","21919",6,"high_sss","I returned to Wake Forest five years after graduation to my peers who I influenced and inspired while at Wake. Many professors recognize me, as do many of my old classmates. I don't remember all of their names and faces, but treat them with kindness in hopes that I will.",1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,2,3,4,4,4,3,3,4,5,3,3,3,5,30,40,70,20,50,50,50,20,20,30,10,30,60,70,20,50,3,3,2,4,3,1,1,1,2,4,2,2,4,2,3,2003,"1","31,51",5,1.1,1.2,2,3,4,3,2,2.83333333333333,3.25,3,3,3.25,3,38.75,4,3,5,4,4,3,3.28571428571429
"120","21990",9,"high_sss","I felt better than everyone else. Feel like I worked much harder than everyone else to be in the position I am in. I know there are lots of accomplished people around me but I would feel and act like I was better than them.",1,NA,NA,2,NA,NA,3,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,5,3,2,4,3,5,2,5,5,7,4,1,6,7,4,1,60,10,75,40,50,70,10,50,50,5,5,50,60,71,60,15,1,3,1,4,2,1,2,3,4,3,4,5,2,2,2,2002,"2","51",4,1.375,1.14285714285714,1,1,2,3,1,2.16666666666667,2.75,7,7,5.75,6,42.5625,5,4,5,2,1,3.71428571428571,2.28571428571429
"121","22240",7,"high_sss","If I were at the top of the ladder, I would assume I would have had to do something pretty noteworthy to get there. At the reunion, if I knew people knew what I did and how successful I was, I think I might feel a bit embarrassed. I would not want those successes to define who I am as a person, which I think they might if I had not seen these people in so long. If that was not the case, then I would try to go about it very normally, like how I would if that was not the case.",1,4,2,2,1,1,4,1,2,4,4,3,1,2,1,1,2,2,1,2,2,4,5,4,3,2,4,4,3,3,4,6,5,6,1,6,5,6,1,75,100,30,30,75,100,100,100,50,65,30,100,100,100,64,100,1,3,1,2,1,1,3,5,2,4,3,2,3,3,4,1999,"1","51",4,2.6,1.6,1,2,2,2,2,2.33333333333333,2.5,7,7,6,6,76.1875,5,5,5,4,4,4,3.57142857142857
"122","22271",5,"high_sss","I would feel happy to have seen all of my friends and classmates. I would act the same as everyday and try to be nice and supportive to everyone. I would think about everyone I got to see again and about where they are now.",1,4,1,1,5,1,5,1,1,5,5,5,4,4,3,1,1,1,1,2,2,2,1,3,2,3,3,3,3,2,4,6,6,7,2,7,6,7,2,81,100,100,52,86,32,67,54,31,88,49,65,81,100,51,79,2,3,1,4,1,1,5,3,3,3,4,4,3,1,3,2003,"1","51",4,4.2,1.1,5,3,3,3,2,3,2.5,6,6,6.25,6.5,69.75,5,5,5,3,2,4.28571428571429,2.71428571428571
"123","22283",9,"high_sss","I imagine being at the top of the ladder is a rewarding feeling, especially even after 5 years. It shows that you had a positive impact on many of those around you, which would definitely make me feel good about the choices I made to get where I am. Moreover, it would make me want to continue being who I am because it shows me that what I did throughout my 4 years at Wake Forest was enough to have a meaningful impact on someone else. I think knowing that what you did has changed someone-- even if it was just by brightening up their day-- is the most special and rewarding feeling you can experience.",1,4,1,1,3,1,4,1,1,5,5,5,4,4,4,1,1,1,2,1,2,3,2,2,4,2,4,3,3,2,4,5,4,4,4,5,4,4,4,34,19,35,29,58,10,10,35,25,10,45,30,63,63,20,58,3,3,2,4,1,1,4,4,1,4,4,4,3,3,2,2003,"1","51",5,4,1.1,4,4,2,3,2,3.16666666666667,2.5,4,4,4.25,4.25,34,4,5,5,5,2,4.14285714285714,3.28571428571429
"124","22046",9,"high_sss","I would feel as though I am superior to my peers and that my hard work during college were worth while.",1,3,1,1,1,1,4,1,1,2,2,2,3,3,1,1,2,1,1,1,2,5,4,2,4,4,4,4,3,3,3,4,4,4,3,5,4,3,3,40,85,20,30,89,4,41,32,25,25,0,25,60,80,8,86,3,1,2,4,1,2,3,4,2,3,3,2,3,4,4,2002,"1","51",4,2.3,1.1,2,4,2,2,3,3.5,2.75,5,5,4.25,4.25,40.625,4,5,4,4,4,3.57142857142857,3.57142857142857
"125","22311",10,"high_sss","If I were very admired at wake forest university, I would talk with everyone and try and be very kind/welcoming. I would have been a very active part of the community and had deep connections with a lot of people",1,4,2,2,4,1,4,1,2,4,5,4,3,5,3,2,2,4,3,3,4,2,2,2,3,3,3,2,2,2,3,5,5,4,3,5,5,4,3,50,25,86,15,50,10,25,15,15,33,33,36,50,50,10,19,3,5,2,2,2,2,4,5,2,3,2,3,3,2,4,2002,"1","51",5,4,2.2,4,4,3,4,3,3.16666666666667,2.75,5,5,4.75,4.75,32.625,4,4,4,4,3,4,3
"126","22071",9,"high_sss","After seeing my old classmates today, I feel kind of superior knowing that I am at the top of the ladder amongst them. A lot of the boys in my class made me feel smaller than my worth in college and it was nice to almost feel a sense of revenge and satisfaction knowing that I earn more than them and I'm happier too.",1,4,1,1,4,1,5,1,1,5,5,5,5,4,5,1,1,1,4,4,2,2,5,2,3,2,1,4,2,1,4,6,6,6,2,7,6,5,2,23,5,8,14,39,38,42,90,91,5,5,2,96,75,8,8,3,4,1,4,2,1,5,3,1,4,4,2,5,4,3,2002,"1","13",5,4.4,1.6,1,4,5,2,2,2.83333333333333,1.75,6,6,6,6,34.3125,5,4,5,5,4,4.28571428571429,4.14285714285714
